Type,X,Y,BB Width,BB Height,filename,Image Width,Image Height
picture,746,101,310,182,video5_2_1_shot4.jpg,1280,720
picture,127,436,308,181,video5_2_1_shot4.jpg,1280,720
diagram,109,312,858,330,video5_2_1_shot4.jpg,1280,720
instructor,964,420,316,302,video5_2_1_shot4.jpg,1280,720
footer,118,675,73,17,video5_2_1_shot4.jpg,1280,720
title,106,106,448,90,video5_2_1_shot4.jpg,1280,720
title,121,113,652,35,video5_2_1_shot10.jpg,1280,720
text box,121,197,267,27,video5_2_1_shot10.jpg,1280,720
text box,120,239,532,24,video5_2_1_shot10.jpg,1280,720
text box,122,283,525,20,video5_2_1_shot10.jpg,1280,720
text box,122,327,396,27,video5_2_1_shot10.jpg,1280,720
text box,120,373,603,25,video5_2_1_shot10.jpg,1280,720
diagram,269,539,649,53,video5_2_1_shot10.jpg,1280,720
instructor,937,426,342,293,video5_2_1_shot10.jpg,1280,720
header,731,48,241,16,video5_2_1_shot10.jpg,1280,720
header,154,11,319,54,video5_2_1_shot10.jpg,1280,720
footer,118,675,73,17,video5_2_1_shot10.jpg,1280,720
header,733,50,239,13,video5_2_1_shot13.jpg,1280,720
title,123,114,400,33,video5_2_1_shot13.jpg,1280,720
diagram,107,259,1011,55,video5_2_1_shot13.jpg,1280,720
instructor,1001,424,278,296,video5_2_1_shot13.jpg,1280,720
picture,109,367,1000,217,video5_2_1_shot13.jpg,1280,720
header,154,12,317,54,video5_2_1_shot13.jpg,1280,720
footer,119,676,73,16,video5_2_1_shot13.jpg,1280,720
header,156,13,314,50,video5_2_1_shot32.jpg,1280,720
header,733,50,239,13,video5_2_1_shot32.jpg,1280,720
title,123,115,748,39,video5_2_1_shot32.jpg,1280,720
picture,115,218,159,91,video5_2_1_shot32.jpg,1280,720
picture,349,205,105,86,video5_2_1_shot32.jpg,1280,720
picture,589,195,213,142,video5_2_1_shot32.jpg,1280,720
picture,863,194,82,257,video5_2_1_shot32.jpg,1280,720
picture,257,335,268,140,video5_2_1_shot32.jpg,1280,720
picture,561,354,115,95,video5_2_1_shot32.jpg,1280,720
picture,713,369,109,81,video5_2_1_shot32.jpg,1280,720
picture,981,382,125,88,video5_2_1_shot32.jpg,1280,720
diagram,135,486,910,164,video5_2_1_shot32.jpg,1280,720
footer,121,677,70,16,video5_2_1_shot32.jpg,1280,720
instructor,962,427,318,291,video5_2_1_shot32.jpg,1280,720
header,156,14,316,51,video5_2_1_shot37.jpg,1280,720
header,733,51,240,14,video5_2_1_shot37.jpg,1280,720
title,123,114,216,32,video5_2_1_shot37.jpg,1280,720
diagram,107,258,1009,54,video5_2_1_shot37.jpg,1280,720
handwriting,337,507,159,30,video5_2_1_shot37.jpg,1280,720
instructor,967,425,312,294,video5_2_1_shot37.jpg,1280,720
footer,119,676,71,17,video5_2_1_shot37.jpg,1280,720
picture,99,325,963,167,video5_2_1_shot37.jpg,1280,720
instructor,948,389,319,331,video5_2_2_shot3.jpg,1280,720
header,175,11,287,52,video5_2_2_shot3.jpg,1280,720
title,153,127,458,42,video5_2_2_shot3.jpg,1280,720
header,699,50,218,14,video5_2_2_shot3.jpg,1280,720
footer,144,681,64,17,video5_2_2_shot3.jpg,1280,720
picture,105,276,885,166,video5_2_2_shot3.jpg,1280,720
diagram,177,444,811,75,video5_2_2_shot3.jpg,1280,720
header,175,10,287,54,video5_2_2_shot2.jpg,1280,720
header,700,49,217,15,video5_2_2_shot2.jpg,1280,720
title,156,126,410,43,video5_2_2_shot2.jpg,1280,720
instructor,944,390,336,329,video5_2_2_shot2.jpg,1280,720
footer,144,681,65,16,video5_2_2_shot2.jpg,1280,720
text box,144,204,379,28,video5_2_2_shot2.jpg,1280,720
text box,144,250,796,27,video5_2_2_shot2.jpg,1280,720
text box,145,295,647,28,video5_2_2_shot2.jpg,1280,720
text box,144,340,713,24,video5_2_2_shot2.jpg,1280,720
text box,145,384,817,65,video5_2_2_shot2.jpg,1280,720
header,174,11,289,53,video5_2_2_shot28.jpg,1280,720
header,698,47,219,18,video5_2_2_shot28.jpg,1280,720
title,157,127,361,43,video5_2_2_shot28.jpg,1280,720
picture,105,198,566,117,video5_2_2_shot28.jpg,1280,720
text box,704,111,317,83,video5_2_2_shot28.jpg,1280,720
diagram,156,317,500,69,video5_2_2_shot28.jpg,1280,720
table,127,417,541,202,video5_2_2_shot28.jpg,1280,720
footer,140,678,69,23,video5_2_2_shot28.jpg,1280,720
instructor,941,395,331,326,video5_2_2_shot28.jpg,1280,720
header,173,11,289,53,video5_2_3_shot3.jpg,1280,720
title,156,126,525,44,video5_2_3_shot3.jpg,1280,720
header,699,48,219,15,video5_2_3_shot3.jpg,1280,720
picture,107,198,565,117,video5_2_3_shot3.jpg,1280,720
diagram,157,316,501,68,video5_2_3_shot3.jpg,1280,720
table,129,415,539,203,video5_2_3_shot3.jpg,1280,720
footer,145,680,64,18,video5_2_3_shot3.jpg,1280,720
text box,704,113,321,83,video5_2_3_shot3.jpg,1280,720
text box,703,207,323,56,video5_2_3_shot3.jpg,1280,720
instructor,980,397,299,320,video5_2_3_shot3.jpg,1280,720
header,173,11,289,53,video5_2_3_shot11.jpg,1280,720
title,156,126,525,44,video5_2_3_shot11.jpg,1280,720
header,699,48,219,15,video5_2_3_shot11.jpg,1280,720
picture,107,198,565,117,video5_2_3_shot11.jpg,1280,720
diagram,157,316,501,68,video5_2_3_shot11.jpg,1280,720
table,129,415,539,203,video5_2_3_shot11.jpg,1280,720
footer,145,680,64,18,video5_2_3_shot11.jpg,1280,720
text box,704,113,321,83,video5_2_3_shot11.jpg,1280,720
text box,703,207,323,56,video5_2_3_shot11.jpg,1280,720
text box,703,271,317,175,video5_2_3_shot11.jpg,1280,720
text box,700,457,293,85,video5_2_3_shot11.jpg,1280,720
instructor,950,398,319,320,video5_2_3_shot11.jpg,1280,720
text box,700,555,286,80,video5_2_3_shot11.jpg,1280,720
header,173,12,292,53,video5_2_3_shot23.jpg,1280,720
title,157,126,239,44,video5_2_3_shot23.jpg,1280,720
picture,104,261,560,117,video5_2_3_shot23.jpg,1280,720
footer,145,680,64,18,video5_2_3_shot23.jpg,1280,720
instructor,967,394,312,325,video5_2_3_shot23.jpg,1280,720
diagram,150,378,503,70,video5_2_3_shot23.jpg,1280,720
table,504,3,540,263,video5_2_3_shot23.jpg,1280,720
header,170,5,294,59,video5_2_3_shot28.jpg,1280,720
table,504,5,540,263,video5_2_3_shot28.jpg,1280,720
title,152,125,249,38,video5_2_3_shot28.jpg,1280,720
picture,97,259,566,120,video5_2_3_shot28.jpg,1280,720
handwriting,743,304,216,49,video5_2_3_shot28.jpg,1280,720
footer,139,679,73,20,video5_2_3_shot28.jpg,1280,720
instructor,998,391,281,328,video5_2_3_shot28.jpg,1280,720
handwriting,132,483,856,168,video5_2_3_shot28.jpg,1280,720
diagram,154,382,501,67,video5_2_3_shot28.jpg,1280,720
header,170,6,295,61,video5_2_3_shot33.jpg,1280,720
table,504,5,540,263,video5_2_3_shot33.jpg,1280,720
title,152,125,249,38,video5_2_3_shot33.jpg,1280,720
picture,102,261,562,119,video5_2_3_shot33.jpg,1280,720
handwriting,743,304,211,50,video5_2_3_shot33.jpg,1280,720
handwriting,137,483,843,199,video5_2_3_shot33.jpg,1280,720
footer,138,677,74,22,video5_2_3_shot33.jpg,1280,720
instructor,960,391,308,328,video5_2_3_shot33.jpg,1280,720
diagram,153,380,503,69,video5_2_3_shot33.jpg,1280,720
header,161,7,327,58,video5_2_4_shot1.jpg,1280,720
header,746,43,253,22,video5_2_4_shot1.jpg,1280,720
title,127,109,668,44,video5_2_4_shot1.jpg,1280,720
text box,106,198,729,77,video5_2_4_shot1.jpg,1280,720
text box,107,282,266,31,video5_2_4_shot1.jpg,1280,720
text box,102,380,746,52,video5_2_4_shot1.jpg,1280,720
diagram,365,438,722,112,video5_2_4_shot1.jpg,1280,720
footer,125,687,79,17,video5_2_4_shot1.jpg,1280,720
picture,939,106,158,250,video5_2_4_shot1.jpg,1280,720
instructor,1023,416,256,304,video5_2_4_shot1.jpg,1280,720
text box,106,317,338,25,video5_2_4_shot1.jpg,1280,720
text box,107,349,312,22,video5_2_4_shot1.jpg,1280,720
header,161,7,327,58,video5_2_4_shot27.jpg,1280,720
header,746,46,253,19,video5_2_4_shot27.jpg,1280,720
title,127,109,676,44,video5_2_4_shot27.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot27.jpg,1280,720
instructor,1000,413,279,306,video5_2_4_shot27.jpg,1280,720
diagram,80,210,813,165,video5_2_4_shot27.jpg,1280,720
handwriting,207,434,875,167,video5_2_4_shot27.jpg,1280,720
text box,91,494,117,95,video5_2_4_shot27.jpg,1280,720
footer,124,684,82,22,video5_2_4_shot27.jpg,1280,720
header,159,7,330,59,video5_2_5_shot5.jpg,1280,720
header,751,47,246,20,video5_2_5_shot5.jpg,1280,720
text box,638,80,492,111,video5_2_5_shot5.jpg,1280,720
title,138,125,271,42,video5_2_5_shot5.jpg,1280,720
text box,123,215,590,32,video5_2_5_shot5.jpg,1280,720
text box,124,259,976,112,video5_2_5_shot5.jpg,1280,720
text box,214,387,172,30,video5_2_5_shot5.jpg,1280,720
text box,214,429,456,34,video5_2_5_shot5.jpg,1280,720
text box,211,475,793,33,video5_2_5_shot5.jpg,1280,720
text box,572,513,437,26,video5_2_5_shot5.jpg,1280,720
text box,95,631,766,22,video5_2_5_shot5.jpg,1280,720
footer,127,685,75,21,video5_2_5_shot5.jpg,1280,720
instructor,917,382,331,337,video5_2_5_shot5.jpg,1280,720
header,159,7,330,59,video5_2_5_shot7.jpg,1280,720
header,751,47,246,20,video5_2_5_shot7.jpg,1280,720
text box,638,80,492,111,video5_2_5_shot7.jpg,1280,720
title,138,125,271,42,video5_2_5_shot7.jpg,1280,720
text box,123,215,590,32,video5_2_5_shot7.jpg,1280,720
text box,124,259,979,112,video5_2_5_shot7.jpg,1280,720
text box,214,387,172,30,video5_2_5_shot7.jpg,1280,720
text box,214,429,456,34,video5_2_5_shot7.jpg,1280,720
text box,211,475,771,33,video5_2_5_shot7.jpg,1280,720
text box,572,513,394,26,video5_2_5_shot7.jpg,1280,720
text box,95,631,766,22,video5_2_5_shot7.jpg,1280,720
footer,127,685,75,21,video5_2_5_shot7.jpg,1280,720
instructor,922,385,330,334,video5_2_5_shot7.jpg,1280,720
figure,489,550,167,43,video5_2_5_shot7.jpg,1280,720
header,163,10,322,53,video5_2_5_shot9.jpg,1280,720
header,751,48,245,16,video5_2_5_shot9.jpg,1280,720
title,141,126,428,37,video5_2_5_shot9.jpg,1280,720
instructor,953,393,326,326,video5_2_5_shot9.jpg,1280,720
footer,128,686,73,17,video5_2_5_shot9.jpg,1280,720
picture,77,262,1029,163,video5_2_5_shot9.jpg,1280,720
diagram,94,449,933,89,video5_2_5_shot9.jpg,1280,720
header,162,10,324,53,video5_2_5_shot15.jpg,1280,720
title,142,127,426,36,video5_2_5_shot15.jpg,1280,720
header,752,49,243,14,video5_2_5_shot15.jpg,1280,720
instructor,957,395,323,324,video5_2_5_shot15.jpg,1280,720
footer,128,687,72,17,video5_2_5_shot15.jpg,1280,720
handwriting,579,543,450,54,video5_2_5_shot15.jpg,1280,720
picture,77,264,1029,161,video5_2_5_shot15.jpg,1280,720
diagram,94,449,941,95,video5_2_5_shot15.jpg,1280,720
handwriting,369,408,569,50,video5_2_5_shot15.jpg,1280,720
header,163,10,322,53,video5_2_5_shot16.jpg,1280,720
header,751,48,245,14,video5_2_5_shot16.jpg,1280,720
title,142,127,426,35,video5_2_5_shot16.jpg,1280,720
instructor,945,388,332,331,video5_2_5_shot16.jpg,1280,720
footer,128,687,72,17,video5_2_5_shot16.jpg,1280,720
figure,123,469,487,54,video5_2_5_shot16.jpg,1280,720
picture,77,199,782,123,video5_2_5_shot16.jpg,1280,720
diagram,95,340,714,72,video5_2_5_shot16.jpg,1280,720
header,164,10,322,53,video5_2_5_shot17.jpg,1280,720
header,751,48,244,14,video5_2_5_shot17.jpg,1280,720
instructor,999,393,281,326,video5_2_5_shot17.jpg,1280,720
title,142,128,424,34,video5_2_5_shot17.jpg,1280,720
figure,124,471,487,60,video5_2_5_shot17.jpg,1280,720
handwriting,109,543,450,85,video5_2_5_shot17.jpg,1280,720
footer,128,687,73,16,video5_2_5_shot17.jpg,1280,720
picture,77,199,782,123,video5_2_5_shot17.jpg,1280,720
diagram,95,340,714,72,video5_2_5_shot17.jpg,1280,720
header,162,10,324,53,video5_2_6_shot24.jpg,1280,720
header,752,47,244,15,video5_2_6_shot24.jpg,1280,720
title,142,126,761,44,video5_2_6_shot24.jpg,1280,720
handwriting,896,166,238,175,video5_2_6_shot24.jpg,1280,720
picture,73,194,786,126,video5_2_6_shot24.jpg,1280,720
handwriting,67,430,932,251,video5_2_6_shot24.jpg,1280,720
instructor,947,391,323,327,video5_2_6_shot24.jpg,1280,720
footer,128,686,72,18,video5_2_6_shot24.jpg,1280,720
diagram,97,338,714,78,video5_2_6_shot24.jpg,1280,720
header,162,10,325,53,video5_2_6_shot28.jpg,1280,720
header,750,47,248,17,video5_2_6_shot28.jpg,1280,720
title,141,125,427,38,video5_2_6_shot28.jpg,1280,720
handwriting,424,189,354,65,video5_2_6_shot28.jpg,1280,720
picture,82,279,998,159,video5_2_6_shot28.jpg,1280,720
instructor,974,389,303,330,video5_2_6_shot28.jpg,1280,720
footer,127,686,73,18,video5_2_6_shot28.jpg,1280,720
diagram,172,448,861,90,video5_2_6_shot28.jpg,1280,720
header,162,9,323,55,video5_2_6_shot60.jpg,1280,720
title,139,121,757,50,video5_2_6_shot60.jpg,1280,720
header,750,48,247,16,video5_2_6_shot60.jpg,1280,720
figure,217,242,162,32,video5_2_6_shot60.jpg,1280,720
text box,644,241,269,300,video5_2_6_shot60.jpg,1280,720
instructor,943,399,336,320,video5_2_6_shot60.jpg,1280,720
footer,127,686,75,17,video5_2_6_shot60.jpg,1280,720
header,162,9,324,55,video5_2_6_shot64.jpg,1280,720
title,139,124,757,47,video5_2_6_shot64.jpg,1280,720
header,750,48,247,16,video5_2_6_shot64.jpg,1280,720
figure,217,245,162,31,video5_2_6_shot64.jpg,1280,720
text box,644,241,268,299,video5_2_6_shot64.jpg,1280,720
instructor,919,391,345,328,video5_2_6_shot64.jpg,1280,720
footer,127,686,75,17,video5_2_6_shot64.jpg,1280,720
header,171,10,293,57,video5_2_7_shot2.jpg,1280,720
header,699,47,219,19,video5_2_7_shot2.jpg,1280,720
footer,142,680,68,18,video5_2_7_shot2.jpg,1280,720
title,151,120,418,50,video5_2_7_shot2.jpg,1280,720
text box,140,214,601,30,video5_2_7_shot2.jpg,1280,720
text box,143,257,761,108,video5_2_7_shot2.jpg,1280,720
text box,142,382,836,68,video5_2_7_shot2.jpg,1280,720
text box,143,467,729,68,video5_2_7_shot2.jpg,1280,720
text box,143,548,714,69,video5_2_7_shot2.jpg,1280,720
instructor,930,394,339,324,video5_2_7_shot2.jpg,1280,720
header,173,10,290,56,video5_2_7_shot8.jpg,1280,720
header,699,48,218,17,video5_2_7_shot8.jpg,1280,720
title,156,127,379,38,video5_2_7_shot8.jpg,1280,720
picture,95,196,700,128,video5_2_7_shot8.jpg,1280,720
table,95,471,950,111,video5_2_7_shot8.jpg,1280,720
footer,144,681,64,18,video5_2_7_shot8.jpg,1280,720
instructor,973,387,303,332,video5_2_7_shot8.jpg,1280,720
handwriting,846,172,160,56,video5_2_7_shot8.jpg,1280,720
diagram,114,337,639,76,video5_2_7_shot8.jpg,1280,720
handwriting,381,290,138,52,video5_2_7_shot8.jpg,1280,720
header,173,10,292,54,video5_2_7_shot15.jpg,1280,720
header,699,48,218,16,video5_2_7_shot15.jpg,1280,720
title,156,127,450,45,video5_2_7_shot15.jpg,1280,720
picture,300,208,537,374,video5_2_7_shot15.jpg,1280,720
text box,309,586,520,75,video5_2_7_shot15.jpg,1280,720
footer,144,681,65,18,video5_2_7_shot15.jpg,1280,720
instructor,973,391,302,328,video5_2_7_shot15.jpg,1280,720
header,175,10,289,56,video5_2_7_shot32.jpg,1280,720
header,700,49,219,15,video5_2_7_shot32.jpg,1280,720
figure,714,187,299,61,video5_2_7_shot32.jpg,1280,720
handwriting,766,306,161,54,video5_2_7_shot32.jpg,1280,720
title,157,126,377,45,video5_2_7_shot32.jpg,1280,720
diagram,454,258,195,36,video5_2_7_shot32.jpg,1280,720
table,128,322,543,267,video5_2_7_shot32.jpg,1280,720
footer,144,679,65,21,video5_2_7_shot32.jpg,1280,720
instructor,980,395,299,325,video5_2_7_shot32.jpg,1280,720
picture,506,177,166,80,video5_2_7_shot32.jpg,1280,720
header,162,10,323,53,video5_2_8_shot1.jpg,1280,720
header,751,47,248,17,video5_2_8_shot1.jpg,1280,720
title,143,126,420,45,video5_2_8_shot1.jpg,1280,720
figure,141,433,493,208,video5_2_8_shot1.jpg,1280,720
footer,127,685,72,19,video5_2_8_shot1.jpg,1280,720
instructor,977,411,302,308,video5_2_8_shot1.jpg,1280,720
text box,142,216,590,29,video5_2_8_shot1.jpg,1280,720
text box,142,262,738,28,video5_2_8_shot1.jpg,1280,720
text box,465,308,183,30,video5_2_8_shot1.jpg,1280,720
header,160,9,329,55,video5_2_8_shot2.jpg,1280,720
header,752,48,244,16,video5_2_8_shot2.jpg,1280,720
text box,751,89,340,77,video5_2_8_shot2.jpg,1280,720
text box,750,176,363,103,video5_2_8_shot2.jpg,1280,720
text box,751,288,352,74,video5_2_8_shot2.jpg,1280,720
text box,750,373,363,50,video5_2_8_shot2.jpg,1280,720
text box,750,433,297,154,video5_2_8_shot2.jpg,1280,720
text box,750,600,270,46,video5_2_8_shot2.jpg,1280,720
text box,750,655,230,55,video5_2_8_shot2.jpg,1280,720
picture,86,107,630,119,video5_2_8_shot2.jpg,1280,720
diagram,144,225,558,71,video5_2_8_shot2.jpg,1280,720
table,109,324,610,269,video5_2_8_shot2.jpg,1280,720
footer,129,686,72,17,video5_2_8_shot2.jpg,1280,720
instructor,972,414,308,306,video5_2_8_shot2.jpg,1280,720
header,163,9,323,57,video5_2_8_shot6.jpg,1280,720
header,752,47,244,18,video5_2_8_shot6.jpg,1280,720
text box,751,87,343,79,video5_2_8_shot6.jpg,1280,720
text box,750,176,366,103,video5_2_8_shot6.jpg,1280,720
text box,751,287,354,75,video5_2_8_shot6.jpg,1280,720
text box,750,373,365,53,video5_2_8_shot6.jpg,1280,720
text box,750,433,338,77,video5_2_8_shot6.jpg,1280,720
text box,751,556,299,48,video5_2_8_shot6.jpg,1280,720
text box,750,615,256,53,video5_2_8_shot6.jpg,1280,720
picture,86,107,630,119,video5_2_8_shot6.jpg,1280,720
diagram,144,225,558,71,video5_2_8_shot6.jpg,1280,720
table,109,324,610,269,video5_2_8_shot6.jpg,1280,720
footer,127,686,74,17,video5_2_8_shot6.jpg,1280,720
instructor,973,413,306,306,video5_2_8_shot6.jpg,1280,720
header,159,9,328,56,video5_2_8_shot19.jpg,1280,720
header,751,48,246,16,video5_2_8_shot19.jpg,1280,720
title,142,128,425,42,video5_2_8_shot19.jpg,1280,720
text box,145,219,223,55,video5_2_8_shot19.jpg,1280,720
picture,537,181,177,80,video5_2_8_shot19.jpg,1280,720
diagram,476,263,218,34,video5_2_8_shot19.jpg,1280,720
figure,770,190,330,61,video5_2_8_shot19.jpg,1280,720
handwriting,752,316,335,126,video5_2_8_shot19.jpg,1280,720
handwriting,983,118,37,23,video5_2_8_shot19.jpg,1280,720
chart,112,323,603,267,video5_2_8_shot19.jpg,1280,720
text box,113,609,581,59,video5_2_8_shot19.jpg,1280,720
footer,124,684,79,20,video5_2_8_shot19.jpg,1280,720
instructor,968,422,311,297,video5_2_8_shot19.jpg,1280,720
header,162,9,323,54,video5_2_8_shot20.jpg,1280,720
header,751,48,244,16,video5_2_8_shot20.jpg,1280,720
title,142,128,378,35,video5_2_8_shot20.jpg,1280,720
text box,140,218,430,146,video5_2_8_shot20.jpg,1280,720
footer,128,684,72,20,video5_2_8_shot20.jpg,1280,720
figure,714,126,331,59,video5_2_8_shot20.jpg,1280,720
chart,622,233,493,406,video5_2_8_shot20.jpg,1280,720
instructor,992,426,287,293,video5_2_8_shot20.jpg,1280,720
header,162,8,324,56,video5_2_8_shot21.jpg,1280,720
title,141,127,381,37,video5_2_8_shot21.jpg,1280,720
header,750,48,246,16,video5_2_8_shot21.jpg,1280,720
figure,714,125,332,61,video5_2_8_shot21.jpg,1280,720
text box,141,216,428,147,video5_2_8_shot21.jpg,1280,720
handwriting,609,208,43,157,video5_2_8_shot21.jpg,1280,720
chart,627,232,490,405,video5_2_8_shot21.jpg,1280,720
instructor,967,417,307,302,video5_2_8_shot21.jpg,1280,720
footer,125,685,77,18,video5_2_8_shot21.jpg,1280,720
header,162,7,324,59,video5_2_8_shot23.jpg,1280,720
header,751,46,246,19,video5_2_8_shot23.jpg,1280,720
title,140,121,383,48,video5_2_8_shot23.jpg,1280,720
text box,140,213,430,151,video5_2_8_shot23.jpg,1280,720
text box,140,379,405,191,video5_2_8_shot23.jpg,1280,720
figure,711,124,337,61,video5_2_8_shot23.jpg,1280,720
handwriting,608,210,44,155,video5_2_8_shot23.jpg,1280,720
chart,621,231,494,409,video5_2_8_shot23.jpg,1280,720
instructor,970,437,308,278,video5_2_8_shot23.jpg,1280,720
footer,125,683,79,19,video5_2_8_shot23.jpg,1280,720
header,157,5,333,60,video5_2_8_shot27.jpg,1280,720
header,749,45,254,21,video5_2_8_shot27.jpg,1280,720
title,137,111,393,60,video5_2_8_shot27.jpg,1280,720
figure,692,122,389,67,video5_2_8_shot27.jpg,1280,720
text box,139,210,442,157,video5_2_8_shot27.jpg,1280,720
text box,139,374,445,187,video5_2_8_shot27.jpg,1280,720
text box,137,583,444,76,video5_2_8_shot27.jpg,1280,720
handwriting,609,211,44,155,video5_2_8_shot27.jpg,1280,720
chart,601,209,528,454,video5_2_8_shot27.jpg,1280,720
instructor,968,405,311,314,video5_2_8_shot27.jpg,1280,720
footer,124,683,81,19,video5_2_8_shot27.jpg,1280,720
handwriting,837,382,122,35,video5_2_8_shot27.jpg,1280,720
header,159,5,329,60,video5_2_8_shot28.jpg,1280,720
header,752,45,247,21,video5_2_8_shot28.jpg,1280,720
title,140,125,384,42,video5_2_8_shot28.jpg,1280,720
figure,712,122,336,67,video5_2_8_shot28.jpg,1280,720
text box,141,213,431,148,video5_2_8_shot28.jpg,1280,720
text box,139,378,409,184,video5_2_8_shot28.jpg,1280,720
text box,177,583,314,66,video5_2_8_shot28.jpg,1280,720
handwriting,609,211,44,155,video5_2_8_shot28.jpg,1280,720
chart,622,234,495,405,video5_2_8_shot28.jpg,1280,720
instructor,973,426,306,293,video5_2_8_shot28.jpg,1280,720
footer,128,683,74,19,video5_2_8_shot28.jpg,1280,720
handwriting,837,382,122,35,video5_2_8_shot28.jpg,1280,720
header,162,8,325,57,video5_2_8_shot29.jpg,1280,720
header,750,48,247,16,video5_2_8_shot29.jpg,1280,720
title,141,125,623,45,video5_2_8_shot29.jpg,1280,720
text box,143,218,449,147,video5_2_8_shot29.jpg,1280,720
figure,661,195,435,170,video5_2_8_shot29.jpg,1280,720
footer,125,683,77,22,video5_2_8_shot29.jpg,1280,720
instructor,984,413,295,305,video5_2_8_shot29.jpg,1280,720
header,162,8,325,57,video5_2_9_shot3.jpg,1280,720
header,700,49,216,18,video5_2_9_shot3.jpg,1280,720
title,160,125,204,41,video5_2_9_shot3.jpg,1280,720
footer,151,675,59,14,video5_2_9_shot3.jpg,1280,720
instructor,967,408,292,311,video5_2_9_shot3.jpg,1280,720
diagram,211,410,702,118,video5_2_9_shot3.jpg,1280,720
header,176,8,291,61,video5_2_9_shot4.jpg,1280,720
header,700,49,217,18,video5_2_9_shot4.jpg,1280,720
title,160,125,205,46,video5_2_9_shot4.jpg,1280,720
footer,151,675,59,14,video5_2_9_shot4.jpg,1280,720
